2.82e+01,5.26e+01,2.00e+00
3.56e+01,6.25e+01,4.00e+00
5.99e+00,1.22e+01,1.00e+00
1.24e+01,1.79e+01,1.00e+00
3.16e+01,5.93e+01,3.00e+00
1.98e+01,4.16e+01,4.00e+00
3.57e+01,6.38e+01,4.00e+00
3.28e+01,6.01e+01,3.00e+00
5.97e+00,1.22e+01,3.00e+00
2.87e+00,8.95e+00,3.00e+00
4.28e+01,8.00e+01,4.00e+00
1.24e+01,1.79e+01,1.00e+00
5.99e+00,1.22e+01,1.00e+00
5.97e+00,1.22e+01,3.00e+00
3.85e+01,8.23e+01,2.00e+00
3.14e+01,5.65e+01,6.00e+00
2.92e+01,6.11e+01,2.00e+00
3.22e+01,6.01e+01,4.00e+00
4.22e+01,7.98e+01,3.00e+00
3.44e+01,6.10e+01,5.00e+00
7.43e+00,1.41e+01,4.00e+00
3.44e+01,6.10e+01,5.00e+00
4.28e+01,8.00e+01,4.00e+00
2.87e+00,8.95e+00,3.00e+00
2.51e+01,4.84e+01,3.00e+00
3.64e+01,6.51e+01,3.00e+00
6.00e+00,1.24e+01,4.00e+00
2.74e+01,5.12e+01,3.00e+00
3.27e+01,6.55e+01,4.00e+00
4.22e+01,7.98e+01,3.00e+00
2.90e+01,6.20e+01,5.00e+00
2.90e+01,6.57e+01,2.00e+00
6.20e+00,1.23e+01,2.00e+00
7.43e+00,1.41e+01,4.00e+00
4.09e+00,7.02e+00,3.00e+00
5.19e+00,1.09e+01,4.00e+00
3.37e+01,6.04e+01,3.00e+00
3.35e+01,5.90e+01,5.00e+00
3.64e+01,6.51e+01,3.00e+00
6.20e+00,1.23e+01,2.00e+00
5.97e+00,1.22e+01,3.00e+00
3.35e+01,5.90e+01,5.00e+00
3.27e+01,6.55e+01,4.00e+00
3.28e+01,6.01e+01,3.00e+00
3.03e+01,5.45e+01,4.00e+00
6.00e+00,1.24e+01,4.00e+00
5.99e+00,1.22e+01,1.00e+00
9.61e+00,1.42e+01,2.00e+00
4.60e+00,9.88e+00,2.00e+00
1.24e+01,1.79e+01,1.00e+00
3.62e+01,7.12e+01,3.00e+00
8.25e+00,1.15e+01,3.00e+00
8.17e+00,1.41e+01,2.00e+00
1.48e+01,2.42e+01,3.00e+00
2.87e+00,8.95e+00,3.00e+00
5.30e+00,1.10e+01,3.00e+00
8.44e+00,1.41e+01,3.00e+00
3.28e+01,6.14e+01,5.00e+00
3.22e+01,6.01e+01,4.00e+00
3.46e+01,6.08e+01,4.00e+00
1.20e+01,1.41e+01,3.00e+00
6.00e+00,1.24e+01,4.00e+00
3.55e+00,7.89e+00,1.00e+00
1.75e+01,4.73e+01,3.00e+00
6.20e+00,1.23e+01,2.00e+00
6.45e+00,1.15e+01,3.00e+00
5.30e+00,1.10e+01,3.00e+00
2.82e+01,5.26e+01,2.00e+00
2.82e+01,5.26e+01,2.00e+00
3.35e+01,5.90e+01,5.00e+00
3.44e+01,6.10e+01,5.00e+00
3.07e+00,9.82e+00,1.00e+00
1.48e+01,2.42e+01,3.00e+00
6.48e+00,1.15e+01,4.00e+00
1.98e+01,4.16e+01,4.00e+00
3.37e+01,6.04e+01,3.00e+00
3.24e+01,6.07e+01,3.00e+00
1.24e+01,1.79e+01,1.00e+00
3.44e+01,6.10e+01,5.00e+00
9.61e+00,1.42e+01,2.00e+00
4.09e+00,7.02e+00,3.00e+00
1.15e+01,1.41e+01,1.00e+00
3.46e+01,6.08e+01,4.00e+00
3.28e+01,6.01e+01,3.00e+00
6.48e+00,1.15e+01,4.00e+00
7.88e+00,1.15e+01,2.00e+00
1.20e+01,1.41e+01,3.00e+00
1.48e+01,2.42e+01,3.00e+00
3.07e+00,9.82e+00,1.00e+00
5.97e+00,1.22e+01,3.00e+00
2.90e+01,6.20e+01,5.00e+00
3.27e+01,6.55e+01,4.00e+00
3.03e+01,6.82e+01,2.00e+00
3.22e+01,6.01e+01,4.00e+00
3.56e+01,6.25e+01,4.00e+00
3.64e+01,6.51e+01,3.00e+00
8.17e+00,1.41e+01,2.00e+00
3.37e+01,6.04e+01,3.00e+00
1.48e+01,2.42e+01,3.00e+00
7.43e+00,1.41e+01,4.00e+00
4.63e+00,9.93e+00,4.00e+00
6.00e+00,1.24e+01,4.00e+00
1.10e+01,1.48e+01,2.00e+00
7.42e+00,1.41e+01,3.00e+00
5.30e+00,1.10e+01,3.00e+00
1.10e+01,1.48e+01,2.00e+00
1.15e+01,1.41e+01,1.00e+00
1.20e+01,1.41e+01,3.00e+00
1.75e+01,4.73e+01,3.00e+00
2.90e+01,6.20e+01,5.00e+00
3.56e+01,6.25e+01,4.00e+00
6.79e-01,7.94e-01,2.00e+00
5.19e+00,1.09e+01,4.00e+00
6.48e+00,1.15e+01,4.00e+00
3.55e+00,7.89e+00,1.00e+00
3.85e+01,8.23e+01,2.00e+00
5.30e+00,1.10e+01,3.00e+00
3.07e+00,9.82e+00,1.00e+00
7.42e+00,1.41e+01,3.00e+00
1.24e+01,1.79e+01,1.00e+00
6.00e+00,1.24e+01,4.00e+00
1.15e+01,1.41e+01,1.00e+00
3.28e+01,6.14e+01,5.00e+00
1.44e+01,2.65e+01,2.00e+00
5.99e+00,1.22e+01,1.00e+00
3.22e+01,6.01e+01,4.00e+00
7.43e+00,1.41e+01,4.00e+00
3.28e+01,6.14e+01,5.00e+00
3.57e+01,6.38e+01,4.00e+00
6.48e+00,1.15e+01,4.00e+00
9.61e+00,1.42e+01,2.00e+00
5.19e+00,1.09e+01,4.00e+00
3.03e+01,5.45e+01,4.00e+00
1.75e+01,4.73e+01,3.00e+00
3.85e+01,8.23e+01,2.00e+00
6.20e+00,1.23e+01,2.00e+00
6.00e+00,1.24e+01,4.00e+00
2.90e+01,6.57e+01,2.00e+00
5.99e+00,1.22e+01,1.00e+00
2.74e+01,7.36e+01,4.00e+00
1.44e+01,2.65e+01,2.00e+00
6.00e+00,1.24e+01,4.00e+00
6.00e+00,1.24e+01,4.00e+00
1.20e+01,1.41e+01,3.00e+00
